position_epd,fen,total_games,covered_games,coverage,moves_json,white_practical_gamble_raw,white_practical_gamble,white_practical_gamble_games,white_practical_gamble_coverage,black_practical_gamble_raw,black_practical_gamble,black_practical_gamble_games,black_practical_gamble_coverage
rnbqkbnr/ppp2ppp/8/3pp3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,366089,366089,1.0,"[{""games"":208002,""share"":0.5681733130468274,""uci"":""d5e4""},{""games"":98627,""share"":0.2694071660170068,""uci"":""e5f4""},{""games"":27329,""share"":0.07465124600848427,""uci"":""c8g4""},{""games"":13251,""share"":0.036196116244956826,""uci"":""b8c6""},{""games"":10133,""share"":0.02767906164894329,""uci"":""g8f6""},{""games"":2842,""share"":0.007763139564422859,""uci"":""f8c5""},{""games"":1490,""share"":0.0040700485401090995,""uci"":""d5d4""},{""games"":1480,""share"":0.004042732778094944,""uci"":""c7c6""},{""games"":753,""share"":0.0020568768796658736,""uci"":""f7f6""},{""games"":554,""share"":0.0015132932155841885,""uci"":""f7f5""},{""games"":420,""share"":0.0011472620045945112,""uci"":""f8d6""},{""games"":390,""share"":0.0010653147185520461,""uci"":""f8e7""},{""games"":270,""share"":0.0007375255743821857,""uci"":""b8d7""},{""games"":160,""share"":0.00043705219222648045,""uci"":""c7c5""},{""games"":53,""share"":0.00014477353867502164,""uci"":""d8e7""},{""games"":51,""share"":0.00013931038627219063,""uci"":""c8e6""},{""games"":47,""share"":0.00012838408146652864,""uci"":""g8e7""},{""games"":39,""share"":0.00010653147185520461,""uci"":""h7h6""},{""games"":21,""share"":5.736310022972556e-05,""uci"":""a7a6""},{""games"":20,""share"":5.4631524028310056e-05,""uci"":""b7b6""},{""games"":20,""share"":5.4631524028310056e-05,""uci"":""d8h4""},{""games"":19,""share"":5.189994782689455e-05,""uci"":""g7g6""},{""games"":18,""share"":4.916837162547905e-05,""uci"":""g8h6""},{""games"":17,""share"":4.643679542406355e-05,""uci"":""f8b4""},{""games"":15,""share"":4.097364302123254e-05,""uci"":""d8d6""},{""games"":15,""share"":4.097364302123254e-05,""uci"":""h7h5""},{""games"":12,""share"":3.2778914416986036e-05,""uci"":""d8f6""},{""games"":11,""share"":3.0047338215570532e-05,""uci"":""d8d7""},{""games"":6,""share"":1.6389457208493018e-05,""uci"":""g7g5""},{""games"":6,""share"":1.6389457208493018e-05,""uci"":""c8d7""},{""games"":6,""share"":1.6389457208493018e-05,""uci"":""c8f5""},{""games"":3,""share"":8.194728604246509e-06,""uci"":""b7b5""},{""games"":3,""share"":8.194728604246509e-06,""uci"":""b8a6""},{""games"":2,""share"":5.463152402831006e-06,""uci"":""c8h3""},{""games"":1,""share"":2.731576201415503e-06,""uci"":""e8d7""},{""games"":1,""share"":2.731576201415503e-06,""uci"":""a7a5""},{""games"":1,""share"":2.731576201415503e-06,""uci"":""d8g5""},{""games"":1,""share"":2.731576201415503e-06,""uci"":""f8a3""}]",0.0060887210823631355,0.3755656108597285,366089,1.0,0.005161218544329715,0.3117995127044901,207714,1.0
rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,1794275,1794275,1.0,"[{""games"":1123213,""share"":0.6259982444162684,""uci"":""e4d5""},{""games"":366352,""share"":0.204178289281186,""uci"":""g1f3""},{""games"":95116,""share"":0.053010826099678145,""uci"":""f4e5""},{""games"":90226,""share"":0.05028549135444678,""uci"":""b1c3""},{""games"":41447,""share"":0.02309958061055301,""uci"":""d2d3""},{""games"":39395,""share"":0.021955943208259603,""uci"":""d2d4""},{""games"":11037,""share"":0.006151230998592746,""uci"":""d1e2""},{""games"":8176,""share"":0.004556715107773335,""uci"":""d1f3""},{""games"":5561,""share"":0.0030993019464686292,""uci"":""f1d3""},{""games"":3985,""share"":0.0022209527525044936,""uci"":""d1h5""},{""games"":3377,""share"":0.00188209722589904,""uci"":""f4f5""},{""games"":2045,""share"":0.0011397361051120926,""uci"":""f1b5""},{""games"":1115,""share"":0.000621420908166251,""uci"":""f1c4""},{""games"":726,""share"":0.00040462025051901185,""uci"":""c2c3""},{""games"":537,""share"":0.00029928522662356664,""uci"":""g2g3""},{""games"":394,""share"":0.00021958729849103398,""uci"":""g1e2""},{""games"":366,""share"":0.00020398210976578285,""uci"":""c2c4""},{""games"":245,""share"":0.00013654540134594754,""uci"":""h2h4""},{""games"":238,""share"":0.00013264410416463475,""uci"":""g2g4""},{""games"":230,""share"":0.00012818547881456298,""uci"":""b2b3""},{""games"":180,""share"":0.00010031907037661452,""uci"":""f1e2""},{""games"":100,""share"":5.573281687589695e-05,""uci"":""h2h3""},{""games"":46,""share"":2.5637095762912596e-05,""uci"":""g1h3""},{""games"":39,""share"":2.1735798581599812e-05,""uci"":""a2a3""},{""games"":35,""share"":1.9506485906563933e-05,""uci"":""d1g4""},{""games"":27,""share"":1.5047860556492177e-05,""uci"":""e1e2""},{""games"":23,""share"":1.2818547881456298e-05,""uci"":""e1f2""},{""games"":14,""share"":7.802594362625573e-06,""uci"":""a2a4""},{""games"":14,""share"":7.802594362625573e-06,""uci"":""b1a3""},{""games"":9,""share"":5.015953518830725e-06,""uci"":""b2b4""},{""games"":7,""share"":3.9012971813127865e-06,""uci"":""f1a6""}]",0.016444814526373586,0.8037939436129481,1123244,1.0,0.011477369538540061,0.6592412112774104,1794275,1.0
rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N1P3/PPPP2PP/R1BQKBNR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N1P3/PPPP2PP/R1BQKBNR b KQkq - 0 3,1628,1628,1.0,"[{""games"":513,""share"":0.3151105651105651,""uci"":""e5e4""},{""games"":459,""share"":0.2819410319410319,""uci"":""e5f4""},{""games"":373,""share"":0.2291154791154791,""uci"":""d5d4""},{""games"":154,""share"":0.0945945945945946,""uci"":""b8c6""},{""games"":57,""share"":0.03501228501228501,""uci"":""f7f6""},{""games"":18,""share"":0.011056511056511056,""uci"":""f8d6""},{""games"":12,""share"":0.007371007371007371,""uci"":""d8h4""},{""games"":12,""share"":0.007371007371007371,""uci"":""g8f6""},{""games"":7,""share"":0.0042997542997543,""uci"":""c8g4""},{""games"":7,""share"":0.0042997542997543,""uci"":""f8b4""},{""games"":5,""share"":0.003071253071253071,""uci"":""c7c6""},{""games"":3,""share"":0.0018427518427518428,""uci"":""f8e7""},{""games"":3,""share"":0.0018427518427518428,""uci"":""c7c5""},{""games"":1,""share"":0.0006142506142506142,""uci"":""h7h5""},{""games"":1,""share"":0.0006142506142506142,""uci"":""c8d7""},{""games"":1,""share"":0.0006142506142506142,""uci"":""f8c5""},{""games"":1,""share"":0.0006142506142506142,""uci"":""b8d7""},{""games"":1,""share"":0.0006142506142506142,""uci"":""c8e6""}]",0.02324946111810755,0.9028889662373826,1628,1.0,0.006861298896061019,0.4255830142707971,467,1.0
rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq - 0 3,544,544,1.0,"[{""games"":351,""share"":0.6452205882352942,""uci"":""f4e5""},{""games"":38,""share"":0.06985294117647059,""uci"":""g1f3""},{""games"":38,""share"":0.06985294117647059,""uci"":""d2d4""},{""games"":26,""share"":0.04779411764705882,""uci"":""e2e4""},{""games"":24,""share"":0.04411764705882353,""uci"":""d2d3""},{""games"":20,""share"":0.03676470588235294,""uci"":""e2e3""},{""games"":18,""share"":0.03308823529411765,""uci"":""e1f2""},{""games"":7,""share"":0.012867647058823529,""uci"":""c3d5""},{""games"":6,""share"":0.011029411764705883,""uci"":""g2g3""},{""games"":4,""share"":0.007352941176470588,""uci"":""f4f5""},{""games"":4,""share"":0.007352941176470588,""uci"":""b2b3""},{""games"":3,""share"":0.0055147058823529415,""uci"":""g2g4""},{""games"":2,""share"":0.003676470588235294,""uci"":""a2a3""},{""games"":1,""share"":0.001838235294117647,""uci"":""h2h4""},{""games"":1,""share"":0.001838235294117647,""uci"":""a2a4""},{""games"":1,""share"":0.001838235294117647,""uci"":""g1h3""}]",0.031249583774127232,0.9519665854507483,385,1.0,0.020782658301623624,0.8760180995475113,544,1.0
rnbqkbnr/ppp2ppp/8/3pp3/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 0 3,1616,1616,1.0,"[{""games"":837,""share"":0.5179455445544554,""uci"":""e5e4""},{""games"":229,""share"":0.1417079207920792,""uci"":""c8h3""},{""games"":210,""share"":0.12995049504950495,""uci"":""b8c6""},{""games"":204,""share"":0.12623762376237624,""uci"":""e5f4""},{""games"":41,""share"":0.025371287128712873,""uci"":""f8d6""},{""games"":36,""share"":0.022277227722772276,""uci"":""f7f6""},{""games"":13,""share"":0.008044554455445545,""uci"":""g8f6""},{""games"":9,""share"":0.005569306930693069,""uci"":""c7c6""},{""games"":8,""share"":0.0049504950495049506,""uci"":""b8d7""},{""games"":7,""share"":0.004331683168316832,""uci"":""c8g4""},{""games"":4,""share"":0.0024752475247524753,""uci"":""h7h5""},{""games"":4,""share"":0.0024752475247524753,""uci"":""c8e6""},{""games"":3,""share"":0.0018564356435643563,""uci"":""c7c5""},{""games"":2,""share"":0.0012376237623762376,""uci"":""f7f5""},{""games"":2,""share"":0.0012376237623762376,""uci"":""b7b6""},{""games"":2,""share"":0.0012376237623762376,""uci"":""c8f5""},{""games"":1,""share"":0.0006188118811881188,""uci"":""c8d7""},{""games"":1,""share"":0.0006188118811881188,""uci"":""f8e7""},{""games"":1,""share"":0.0006188118811881188,""uci"":""d5d4""},{""games"":1,""share"":0.0006188118811881188,""uci"":""f8c5""},{""games"":1,""share"":0.0006188118811881188,""uci"":""g8h6""}]",0.025266721354236632,0.9195962408632092,1616,1.0,0.0,0.003480682213713888,229,1.0
rnbqkbnr/ppp2ppp/8/3pp3/6P1/7P/PPPPPP2/RNBQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/6P1/7P/PPPPPP2/RNBQKBNR w KQkq - 0 3,57005,57005,1.0,"[{""games"":42165,""share"":0.7396719586001228,""uci"":""f1g2""},{""games"":4226,""share"":0.07413384790807824,""uci"":""d2d3""},{""games"":2801,""share"":0.04913604069818437,""uci"":""e2e3""},{""games"":1503,""share"":0.026366108236119637,""uci"":""a2a3""},{""games"":1419,""share"":0.024892553284799578,""uci"":""d2d4""},{""games"":1126,""share"":0.019752653276028417,""uci"":""g1f3""},{""games"":854,""share"":0.014981142005087274,""uci"":""f2f3""},{""games"":659,""share"":0.01156038943952285,""uci"":""c2c4""},{""games"":644,""share"":0.011297254626787124,""uci"":""b2b3""},{""games"":341,""share"":0.005981931409525481,""uci"":""c2c3""},{""games"":316,""share"":0.005543373388299272,""uci"":""b1c3""},{""games"":252,""share"":0.004420664853960179,""uci"":""f2f4""},{""games"":199,""share"":0.0034909218489606176,""uci"":""e2e4""},{""games"":154,""share"":0.0027015174107534426,""uci"":""g4g5""},{""games"":113,""share"":0.0019822822559424614,""uci"":""h3h4""},{""games"":111,""share"":0.0019471976142443645,""uci"":""a2a4""},{""games"":67,""share"":0.0011753354968862381,""uci"":""h1h2""},{""games"":52,""share"":0.0009122006841505131,""uci"":""b2b4""},{""games"":3,""share"":5.262696254714499e-05,""uci"":""b1a3""}]",0.02412063400950354,0.9108945353289245,1498,1.0,0.015732166847623685,0.7886877828054298,57005,1.0
rnbqkbnr/ppp2ppp/8/3pp3/6P1/7P/PPPPPPB1/RNBQK1NR b KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/6P1/7P/PPPPPPB1/RNBQK1NR b KQkq - 1 3,66202,66202,1.0,"[{""games"":13294,""share"":0.20080964321319597,""uci"":""e5e4""},{""games"":12588,""share"":0.19014531283042807,""uci"":""b8c6""},{""games"":8618,""share"":0.13017733603214404,""uci"":""c7c6""},{""games"":8591,""share"":0.1297694933687804,""uci"":""c8e6""},{""games"":5606,""share"":0.08468022114135525,""uci"":""g8f6""},{""games"":4274,""share"":0.0645599830820821,""uci"":""c7c5""},{""games"":2647,""share"":0.03998368629346545,""uci"":""f7f5""},{""games"":2645,""share"":0.03995347572580889,""uci"":""f8c5""},{""games"":2411,""share"":0.03641883930999063,""uci"":""h7h6""},{""games"":1989,""share"":0.03004440953445515,""uci"":""h7h5""},{""games"":646,""share"":0.009758013353070904,""uci"":""d5d4""},{""games"":560,""share"":0.008458958943838555,""uci"":""g8e7""},{""games"":438,""share"":0.006616114316788013,""uci"":""f8d6""},{""games"":433,""share"":0.006540587897646596,""uci"":""b7b6""},{""games"":356,""share"":0.005377481042868795,""uci"":""f7f6""},{""games"":335,""share"":0.005060270082474849,""uci"":""g7g6""},{""games"":227,""share"":0.003428899429020271,""uci"":""f8e7""},{""games"":133,""share"":0.002009002749161657,""uci"":""d8h4""},{""games"":121,""share"":0.001827739343222259,""uci"":""g7g5""},{""games"":66,""share"":0.0009969487326666868,""uci"":""c8d7""},{""games"":41,""share"":0.0006193166369596085,""uci"":""a7a6""},{""games"":40,""share"":0.0006042113531313253,""uci"":""d8f6""},{""games"":36,""share"":0.0005437902178181928,""uci"":""f8b4""},{""games"":23,""share"":0.00034742152805051205,""uci"":""d8d6""},{""games"":21,""share"":0.0003172109603939458,""uci"":""b8d7""},{""games"":15,""share"":0.000226579257424247,""uci"":""g8h6""},{""games"":14,""share"":0.00021147397359596386,""uci"":""d8g5""},{""games"":8,""share"":0.00012084227062626507,""uci"":""a7a5""},{""games"":7,""share"":0.00010573698679798193,""uci"":""c8g4""},{""games"":6,""share"":9.06317029696988e-05,""uci"":""b7b5""},{""games"":5,""share"":7.552641914141566e-05,""uci"":""b8a6""},{""games"":3,""share"":4.53158514848494e-05,""uci"":""d8e7""},{""games"":2,""share"":3.0210567656566267e-05,""uci"":""d8d7""},{""games"":2,""share"":3.0210567656566267e-05,""uci"":""e8e7""},{""games"":1,""share"":1.5105283828283134e-05,""uci"":""c8f5""}]",0.01805449657735253,0.8342499129829447,66202,1.0,0.01274782739327096,0.704768534632788,25096,1.0
rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 0 3,421969,421969,1.0,"[{""games"":241871,""share"":0.5731961352611211,""uci"":""c2c4""},{""games"":46645,""share"":0.1105412956875979,""uci"":""g4g5""},{""games"":37622,""share"":0.0891582083044015,""uci"":""d2d4""},{""games"":24842,""share"":0.05887162327090378,""uci"":""c2c3""},{""games"":24063,""share"":0.05702551609241437,""uci"":""h2h3""},{""games"":16206,""share"":0.03840566487111612,""uci"":""d2d3""},{""games"":7411,""share"":0.017562901540160533,""uci"":""e2e3""},{""games"":7210,""share"":0.017086563230948246,""uci"":""h2h4""},{""games"":4246,""share"":0.010062350551817787,""uci"":""e2e4""},{""games"":3688,""share"":0.00873997852922845,""uci"":""b1c3""},{""games"":2966,""share"":0.007028952363799236,""uci"":""a2a3""},{""games"":1669,""share"":0.003955266856096064,""uci"":""g1f3""},{""games"":1211,""share"":0.002869879066945676,""uci"":""b2b3""},{""games"":508,""share"":0.0012038799058698626,""uci"":""g2d5""},{""games"":460,""share"":0.0010901274738191668,""uci"":""b2b4""},{""games"":438,""share"":0.001037990942462598,""uci"":""f2f3""},{""games"":317,""share"":0.0007512400200014693,""uci"":""b1a3""},{""games"":248,""share"":0.0005877208989285942,""uci"":""a2a4""},{""games"":135,""share"":0.0003199287151425816,""uci"":""f2f4""},{""games"":98,""share"":0.00023224454877017033,""uci"":""g1h3""},{""games"":42,""share"":9.953337804435871e-05,""uci"":""g2h3""},{""games"":29,""share"":6.87254276972953e-05,""uci"":""g2f3""},{""games"":27,""share"":6.398574302851631e-05,""uci"":""e1f1""},{""games"":10,""share"":2.3698423343894932e-05,""uci"":""g2e4""},{""games"":7,""share"":1.6588896340726452e-05,""uci"":""g2f1""}]",0.018621429564222525,0.8437521754263836,37661,1.0,0.0202364458498413,0.8688478941872607,421969,1.0
rnbqkbnr/ppp2ppp/8/3pp3/8/1PN5/P1PPPPPP/R1BQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/8/1PN5/P1PPPPPP/R1BQKBNR w KQkq - 0 3,15110,15110,1.0,"[{""games"":9078,""share"":0.6007941760423561,""uci"":""c1b2""},{""games"":3380,""share"":0.22369291859695567,""uci"":""e2e3""},{""games"":968,""share"":0.06406353408338848,""uci"":""d2d4""},{""games"":608,""share"":0.040238252812706814,""uci"":""e2e4""},{""games"":252,""share"":0.016677696889477168,""uci"":""g1f3""},{""games"":185,""share"":0.012243547319655858,""uci"":""g2g3""},{""games"":166,""share"":0.01098610191925877,""uci"":""d2d3""},{""games"":115,""share"":0.007610853739245533,""uci"":""c3d5""},{""games"":56,""share"":0.0037061548643282593,""uci"":""c1a3""},{""games"":55,""share"":0.003639973527465255,""uci"":""a2a4""},{""games"":53,""share"":0.0035076108537392455,""uci"":""f2f3""},{""games"":38,""share"":0.002514890800794176,""uci"":""a2a3""},{""games"":35,""share"":0.002316346790205162,""uci"":""c3b1""},{""games"":27,""share"":0.0017868960953011251,""uci"":""c3a4""},{""games"":26,""share"":0.0017207147584381204,""uci"":""c3b5""},{""games"":19,""share"":0.001257445400397088,""uci"":""f2f4""},{""games"":12,""share"":0.0007941760423560556,""uci"":""a1b1""},{""games"":10,""share"":0.0006618133686300463,""uci"":""h2h3""},{""games"":8,""share"":0.0005294506949040371,""uci"":""g2g4""},{""games"":5,""share"":0.00033090668431502316,""uci"":""h2h4""},{""games"":5,""share"":0.00033090668431502316,""uci"":""g1h3""},{""games"":5,""share"":0.00033090668431502316,""uci"":""c3e4""},{""games"":4,""share"":0.00026472534745201854,""uci"":""b3b4""}]",0.008425327542039451,0.5142359902540898,1076,1.0,0.019346982226763454,0.8564914723285764,15110,1.0
rnbqkbnr/ppp2ppp/8/3pp3/8/2N1P3/PPPP1PPP/R1BQKBNR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/8/2N1P3/PPPP1PPP/R1BQKBNR w KQkq - 0 3,140777,140777,1.0,"[{""games"":33998,""share"":0.24150251816703014,""uci"":""d2d4""},{""games"":24270,""share"":0.17240032107517564,""uci"":""d1h5""},{""games"":22081,""share"":0.15685090604289054,""uci"":""g1f3""},{""games"":16864,""share"":0.11979229561647144,""uci"":""b2b3""},{""games"":7678,""share"":0.05454015925896986,""uci"":""d2d3""},{""games"":5576,""share"":0.0396087429054462,""uci"":""f1b5""},{""games"":4853,""share"":0.034472960781945915,""uci"":""g1e2""},{""games"":3842,""share"":0.027291389928752567,""uci"":""d1f3""},{""games"":3778,""share"":0.026836770211043,""uci"":""g2g3""},{""games"":2822,""share"":0.02004588817775631,""uci"":""a2a3""},{""games"":2800,""share"":0.019889612649793647,""uci"":""c3e2""},{""games"":2599,""share"":0.01846182259886203,""uci"":""e3e4""},{""games"":1652,""share"":0.01173487146337825,""uci"":""d1e2""},{""games"":1538,""share"":0.010925080091208081,""uci"":""f2f4""},{""games"":1479,""share"":0.010505977538944573,""uci"":""f1e2""},{""games"":1321,""share"":0.009383635110849073,""uci"":""f2f3""},{""games"":1020,""share"":0.007245501750996256,""uci"":""h2h3""},{""games"":466,""share"":0.0033101998195727996,""uci"":""c3d5""},{""games"":381,""share"":0.002706408006989778,""uci"":""f1d3""},{""games"":373,""share"":0.002649580542276082,""uci"":""f1c4""},{""games"":356,""share"":0.0025288221797594777,""uci"":""g1h3""},{""games"":302,""share"":0.002145236792942029,""uci"":""a2a4""},{""games"":212,""share"":0.0015059278149129475,""uci"":""g2g4""},{""games"":127,""share"":0.0009021360023299261,""uci"":""c3b5""},{""games"":120,""share"":0.000852411970705442,""uci"":""h2h4""},{""games"":101,""share"":0.0007174467420104137,""uci"":""c3b1""},{""games"":54,""share"":0.0003835853868174489,""uci"":""b2b4""},{""games"":45,""share"":0.0003196544890145407,""uci"":""c3a4""},{""games"":32,""share"":0.00022730985885478452,""uci"":""d1g4""},{""games"":14,""share"":9.944806324896822e-05,""uci"":""a1b1""},{""games"":12,""share"":8.524119707054419e-05,""uci"":""c3e4""},{""games"":11,""share"":7.813776398133218e-05,""uci"":""e1e2""}]",0.010016799450894176,0.5932822833275322,24325,1.0,0.01469269312367183,0.7655760529063697,140777,1.0
rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,41941,41941,1.0,"[{""games"":16878,""share"":0.4024224505853461,""uci"":""f3e5""},{""games"":16317,""share"":0.38904651772728355,""uci"":""f1g2""},{""games"":7495,""share"":0.1787034167044181,""uci"":""d2d3""},{""games"":624,""share"":0.014878042965117666,""uci"":""d2d4""},{""games"":132,""share"":0.0031472783195441215,""uci"":""c2c4""},{""games"":121,""share"":0.002885005126248778,""uci"":""e2e3""},{""games"":88,""share"":0.002098185546362748,""uci"":""e2e4""},{""games"":80,""share"":0.001907441405784316,""uci"":""c2c3""},{""games"":51,""share"":0.0012159938961875014,""uci"":""b1c3""},{""games"":50,""share"":0.0011921508786151976,""uci"":""b2b3""},{""games"":23,""share"":0.0005483894041629909,""uci"":""f1h3""},{""games"":18,""share"":0.0004291743163014711,""uci"":""h2h3""},{""games"":15,""share"":0.00035764526358455926,""uci"":""f3g1""},{""games"":13,""share"":0.00030995922843995137,""uci"":""h2h4""},{""games"":9,""share"":0.00021458715815073556,""uci"":""f3h4""},{""games"":9,""share"":0.00021458715815073556,""uci"":""h1g1""},{""games"":7,""share"":0.00016690112300612764,""uci"":""g3g4""},{""games"":3,""share"":7.152905271691185e-05,""uci"":""f3g5""},{""games"":2,""share"":4.7686035144607904e-05,""uci"":""a2a4""},{""games"":2,""share"":4.7686035144607904e-05,""uci"":""b2b4""},{""games"":2,""share"":4.7686035144607904e-05,""uci"":""a2a3""},{""games"":1,""share"":2.3843017572303952e-05,""uci"":""f3d4""},{""games"":1,""share"":2.3843017572303952e-05,""uci"":""b1a3""}]",0.013623319236577558,0.731569787678385,21870,1.0,0.039321683361295656,0.9738948833971458,41941,1.0
rnbqkbnr/ppp2ppp/8/3pp3/8/6P1/PPPPPPBP/RNBQK1NR w KQkq -,rnbqkbnr/ppp2ppp/8/3pp3/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 0 3,2141839,2141839,1.0,"[{""games"":534330,""share"":0.24947253271604447,""uci"":""d2d3""},{""games"":411085,""share"":0.19193085941567037,""uci"":""b2b3""},{""games"":327235,""share"":0.15278225861047445,""uci"":""e2e3""},{""games"":207114,""share"":0.0966991449870882,""uci"":""g1f3""},{""games"":144502,""share"":0.06746632216520476,""uci"":""c2c4""},{""games"":132161,""share"":0.061704451174901566,""uci"":""d2d4""},{""games"":131726,""share"":0.061501354676985524,""uci"":""c2c3""},{""games"":83617,""share"":0.03903981578447306,""uci"":""e2e4""},{""games"":73590,""share"":0.034358324785383025,""uci"":""b1c3""},{""games"":30716,""share"":0.014340947195377431,""uci"":""h2h3""},{""games"":19197,""share"":0.008962858552860416,""uci"":""f2f3""},{""games"":16804,""share"":0.0078455943700717,""uci"":""a2a3""},{""games"":10296,""share"":0.004807084005847312,""uci"":""g1h3""},{""games"":6988,""share"":0.0032626168446834706,""uci"":""h2h4""},{""games"":5060,""share"":0.002362455814839491,""uci"":""f2f4""},{""games"":2889,""share"":0.0013488408792631005,""uci"":""a2a4""},{""games"":1378,""share"":0.0006433723543179483,""uci"":""g2d5""},{""games"":1279,""share"":0.0005971503927232626,""uci"":""b2b4""},{""games"":510,""share"":0.00023811313548777476,""uci"":""g2f3""},{""games"":390,""share"":0.00018208651537300423,""uci"":""g2h3""},{""games"":320,""share"":0.00014940432030605475,""uci"":""e1f1""},{""games"":224,""share"":0.00010458302421423832,""uci"":""g2f1""},{""games"":216,""share"":0.00010084791620658696,""uci"":""b1a3""},{""games"":196,""share"":9.151014618745854e-05,""uci"":""g3g4""},{""games"":16,""share"":7.4702160153027374e-06,""uci"":""g2e4""}]",0.022311661569547225,0.8930734423947093,137367,1.0,0.01394327718697752,0.7440654368256179,2141839,1.0
