position_epd,fen,total_games,covered_games,coverage,moves_json,white_practical_gamble_raw,white_practical_gamble,white_practical_gamble_games,white_practical_gamble_coverage,black_practical_gamble_raw,black_practical_gamble,black_practical_gamble_games,black_practical_gamble_coverage
rnbqk2r/pp2nppp/4p3/2ppP3/3P4/P1PB4/2P2PPP/R1BQK1NR b KQkq -,rnbqk2r/pp2nppp/4p3/2ppP3/3P4/P1PB4/2P2PPP/R1BQK1NR b KQkq - 2 7,4619,4619,1.0,"[{""games"":1534,""share"":0.3321065165620264,""uci"":""b8c6""},{""games"":783,""share"":0.1695172115176445,""uci"":""c5c4""},{""games"":780,""share"":0.16886772028577615,""uci"":""d8c7""},{""games"":619,""share"":0.13401169084217363,""uci"":""d8a5""},{""games"":271,""share"":0.058670707945442734,""uci"":""b7b6""},{""games"":247,""share"":0.05347477809049578,""uci"":""c8d7""},{""games"":155,""share"":0.03355704697986577,""uci"":""e8h8""},{""games"":123,""share"":0.02662914050660316,""uci"":""c5d4""},{""games"":33,""share"":0.007144403550552067,""uci"":""h7h6""},{""games"":22,""share"":0.004762935700368045,""uci"":""e7g6""},{""games"":15,""share"":0.003247456159341849,""uci"":""d8b6""},{""games"":12,""share"":0.002597964927473479,""uci"":""e7f5""},{""games"":10,""share"":0.002164970772894566,""uci"":""b8d7""},{""games"":5,""share"":0.001082485386447283,""uci"":""e7c6""},{""games"":3,""share"":0.0006494912318683698,""uci"":""h7h5""},{""games"":2,""share"":0.00043299415457891317,""uci"":""a7a5""},{""games"":2,""share"":0.00043299415457891317,""uci"":""g7g6""},{""games"":2,""share"":0.00043299415457891317,""uci"":""f7f6""},{""games"":1,""share"":0.00021649707728945658,""uci"":""f7f5""}]",0.0059015487987532644,0.3617821092934215,4464,0.9664429530201343,0.011382737997209846,0.6553080403759137,1613,1.0
rnbqk2r/pp2nppp/4p3/2ppP3/P2P4/2P5/2P2PPP/R1BQKBNR b KQkq -,rnbqk2r/pp2nppp/4p3/2ppP3/P2P4/2P5/2P2PPP/R1BQKBNR b KQkq - 0 7,3155,3155,1.0,"[{""games"":1019,""share"":0.3229793977812995,""uci"":""d8a5""},{""games"":869,""share"":0.27543581616481777,""uci"":""b8c6""},{""games"":551,""share"":0.1746434231378764,""uci"":""d8c7""},{""games"":237,""share"":0.0751188589540412,""uci"":""b7b6""},{""games"":229,""share"":0.07258320126782884,""uci"":""e8h8""},{""games"":58,""share"":0.01838351822503962,""uci"":""c5d4""},{""games"":51,""share"":0.016164817749603804,""uci"":""c8d7""},{""games"":50,""share"":0.01584786053882726,""uci"":""c5c4""},{""games"":18,""share"":0.005705229793977813,""uci"":""b8d7""},{""games"":14,""share"":0.0044374009508716325,""uci"":""a7a5""},{""games"":14,""share"":0.0044374009508716325,""uci"":""a7a6""},{""games"":11,""share"":0.003486529318541997,""uci"":""e7f5""},{""games"":10,""share"":0.003169572107765452,""uci"":""e7c6""},{""games"":9,""share"":0.0028526148969889066,""uci"":""e7g6""},{""games"":7,""share"":0.0022187004754358162,""uci"":""h7h6""},{""games"":5,""share"":0.001584786053882726,""uci"":""d8b6""},{""games"":1,""share"":0.0003169572107765452,""uci"":""b8a6""},{""games"":1,""share"":0.0003169572107765452,""uci"":""d8d7""},{""games"":1,""share"":0.0003169572107765452,""uci"":""h7h5""}]",0.003194435508695803,0.18162199791159067,2926,0.9274167987321712,0.008529283538433796,0.5209537069265576,692,1.0
rnbqk2r/pp2nppp/4p3/3pP3/3p2Q1/P1P5/2P2PPP/R1B1KBNR w KQkq -,rnbqk2r/pp2nppp/4p3/3pP3/3p2Q1/P1P5/2P2PPP/R1B1KBNR w KQkq - 0 8,3097,3097,1.0,"[{""games"":1488,""share"":0.48046496609622213,""uci"":""c3d4""},{""games"":1466,""share"":0.4733613174039393,""uci"":""g4g7""},{""games"":85,""share"":0.027445915402001936,""uci"":""f1d3""},{""games"":25,""share"":0.008072328059412335,""uci"":""g1e2""},{""games"":12,""share"":0.0038747174685179204,""uci"":""g1f3""},{""games"":4,""share"":0.0012915724895059735,""uci"":""f1b5""},{""games"":4,""share"":0.0012915724895059735,""uci"":""g4d4""},{""games"":2,""share"":0.0006457862447529867,""uci"":""a3a4""},{""games"":2,""share"":0.0006457862447529867,""uci"":""f2f4""},{""games"":2,""share"":0.0006457862447529867,""uci"":""g4g6""},{""games"":1,""share"":0.00032289312237649337,""uci"":""c3c4""},{""games"":1,""share"":0.00032289312237649337,""uci"":""h2h4""},{""games"":1,""share"":0.00032289312237649337,""uci"":""g4g5""},{""games"":1,""share"":0.00032289312237649337,""uci"":""g4g3""},{""games"":1,""share"":0.00032289312237649337,""uci"":""f1e2""},{""games"":1,""share"":0.00032289312237649337,""uci"":""c1g5""},{""games"":1,""share"":0.00032289312237649337,""uci"":""c1d2""}]",0.0011260555334338118,0.06380090497737556,1466,1.0,0.005682964022824977,0.3462930734423947,3097,1.0
rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N1B3/PP3PPP/2RQKBNR b Kkq -,rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N1B3/PP3PPP/2RQKBNR b Kkq - 3 8,14620,14620,1.0,"[{""games"":12560,""share"":0.8590971272229823,""uci"":""e8h8""},{""games"":1830,""share"":0.12517099863201095,""uci"":""b8c6""},{""games"":77,""share"":0.005266757865937072,""uci"":""c8f5""},{""games"":32,""share"":0.002188782489740082,""uci"":""b8d7""},{""games"":30,""share"":0.002051983584131327,""uci"":""c8e6""},{""games"":24,""share"":0.0016415868673050615,""uci"":""d6d5""},{""games"":12,""share"":0.0008207934336525308,""uci"":""h7h6""},{""games"":11,""share"":0.0007523939808481532,""uci"":""e8f8""},{""games"":9,""share"":0.0006155950752393981,""uci"":""c8d7""},{""games"":7,""share"":0.00047879616963064295,""uci"":""a7a6""},{""games"":6,""share"":0.0004103967168262654,""uci"":""e7e5""},{""games"":5,""share"":0.0003419972640218878,""uci"":""b6d7""},{""games"":4,""share"":0.00027359781121751026,""uci"":""c8g4""},{""games"":4,""share"":0.00027359781121751026,""uci"":""f7f5""},{""games"":3,""share"":0.0002051983584131327,""uci"":""d8c7""},{""games"":2,""share"":0.00013679890560875513,""uci"":""a7a5""},{""games"":2,""share"":0.00013679890560875513,""uci"":""e7e6""},{""games"":1,""share"":6.839945280437756e-05,""uci"":""h7h5""},{""games"":1,""share"":6.839945280437756e-05,""uci"":""b6c4""}]",0.019390206214157102,0.8573268360598677,2060,0.1409028727770178,0.0038622542273614724,0.22321615036547163,12565,1.0
rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N1B3/PP3PPP/R2QKBNR w KQkq -,rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N1B3/PP3PPP/R2QKBNR w KQkq - 2 8,33422,33422,1.0,"[{""games"":14624,""share"":0.4375561007719466,""uci"":""a1c1""},{""games"":5444,""share"":0.16288672132128537,""uci"":""g1f3""},{""games"":4154,""share"":0.12428939022200945,""uci"":""f1d3""},{""games"":2428,""share"":0.07264675961941236,""uci"":""d1d2""},{""games"":1774,""share"":0.053078810364430615,""uci"":""h2h3""},{""games"":1678,""share"":0.05020645084076357,""uci"":""b2b3""},{""games"":1636,""share"":0.04894979354915924,""uci"":""f1e2""},{""games"":458,""share"":0.013703548560828198,""uci"":""c4c5""},{""games"":174,""share"":0.00520615163664652,""uci"":""a2a4""},{""games"":150,""share"":0.004488061755729759,""uci"":""d1c2""},{""games"":137,""share"":0.004099096403566513,""uci"":""h2h4""},{""games"":133,""share"":0.003979414756747053,""uci"":""d1b3""},{""games"":117,""share"":0.0035006881694692117,""uci"":""g1e2""},{""games"":110,""share"":0.0032912452875351566,""uci"":""d4d5""},{""games"":86,""share"":0.002573155406618395,""uci"":""a2a3""},{""games"":80,""share"":0.0023936329363892046,""uci"":""g2g3""},{""games"":58,""share"":0.0017353838788821735,""uci"":""d1f3""},{""games"":44,""share"":0.0013164981150140627,""uci"":""f2f4""},{""games"":35,""share"":0.001047214409670277,""uci"":""a1b1""},{""games"":25,""share"":0.0007480102926216265,""uci"":""f2f3""},{""games"":20,""share"":0.0005984082340973011,""uci"":""d1d3""},{""games"":10,""share"":0.0002992041170486506,""uci"":""d1c1""},{""games"":9,""share"":0.00026928370534378554,""uci"":""c3a4""},{""games"":9,""share"":0.00026928370534378554,""uci"":""d1b1""},{""games"":7,""share"":0.0002094428819340554,""uci"":""b2b4""},{""games"":5,""share"":0.0001496020585243253,""uci"":""e1d2""},{""games"":4,""share"":0.00011968164681946024,""uci"":""c3d5""},{""games"":4,""share"":0.00011968164681946024,""uci"":""d1e2""},{""games"":3,""share"":8.976123511459518e-05,""uci"":""g1h3""},{""games"":2,""share"":5.984082340973012e-05,""uci"":""d1a4""},{""games"":1,""share"":2.992041170486506e-05,""uci"":""c3b5""},{""games"":1,""share"":2.992041170486506e-05,""uci"":""c3e4""},{""games"":1,""share"":2.992041170486506e-05,""uci"":""g2g4""},{""games"":1,""share"":2.992041170486506e-05,""uci"":""d1g4""}]",0.019390206214157102,0.8573268360598677,2060,0.1409028727770178,0.004799571945243275,0.28705186216498435,33422,1.0
rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N2N1P/PP3PP1/R1BQKB1R b KQkq -,rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N2N1P/PP3PP1/R1BQKB1R b KQkq - 2 8,18056,18056,1.0,"[{""games"":14895,""share"":0.8249335400974745,""uci"":""e8h8""},{""games"":2548,""share"":0.141116526362428,""uci"":""b8c6""},{""games"":272,""share"":0.015064244572441293,""uci"":""c8f5""},{""games"":78,""share"":0.004319893664155959,""uci"":""c8e6""},{""games"":62,""share"":0.003433761630482942,""uci"":""d8c7""},{""games"":56,""share"":0.0031014621178555605,""uci"":""b8d7""},{""games"":35,""share"":0.0019384138236597252,""uci"":""a7a6""},{""games"":18,""share"":0.0009968985378821444,""uci"":""h7h6""},{""games"":18,""share"":0.0009968985378821444,""uci"":""c8d7""},{""games"":14,""share"":0.0007753655294638901,""uci"":""e8f8""},{""games"":14,""share"":0.0007753655294638901,""uci"":""e7e6""},{""games"":8,""share"":0.00044306601683650863,""uci"":""e7e5""},{""games"":8,""share"":0.00044306601683650863,""uci"":""b6d7""},{""games"":8,""share"":0.00044306601683650863,""uci"":""a7a5""},{""games"":6,""share"":0.0003322995126273815,""uci"":""d6d5""},{""games"":5,""share"":0.0002769162605228179,""uci"":""h7h5""},{""games"":4,""share"":0.00022153300841825432,""uci"":""b8a6""},{""games"":3,""share"":0.00016614975631369075,""uci"":""c8g4""},{""games"":2,""share"":0.00011076650420912716,""uci"":""f7f5""},{""games"":1,""share"":5.538325210456358e-05,""uci"":""b6c4""},{""games"":1,""share"":5.538325210456358e-05,""uci"":""e8d7""}]",0.003048879375478819,0.17319874695440307,3161,0.17506645990252548,0.01805151750273498,0.8341106856943961,4708,1.0
rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N4P/PP3PP1/R1BQKBNR w KQkq -,rnbqk2r/pp2ppbp/1n1p2p1/8/2PP4/2N4P/PP3PP1/R1BQKBNR w KQkq - 1 8,7229,7229,1.0,"[{""games"":6566,""share"":0.90828606999585,""uci"":""g1f3""},{""games"":498,""share"":0.06888919629270991,""uci"":""c1e3""},{""games"":54,""share"":0.007469912851016738,""uci"":""f1d3""},{""games"":42,""share"":0.005809932217457463,""uci"":""f1e2""},{""games"":11,""share"":0.0015216489140960022,""uci"":""c1g5""},{""games"":9,""share"":0.0012449854751694564,""uci"":""a2a4""},{""games"":8,""share"":0.0011066537557061834,""uci"":""f2f4""},{""games"":8,""share"":0.0011066537557061834,""uci"":""a2a3""},{""games"":6,""share"":0.0008299903167796375,""uci"":""d4d5""},{""games"":6,""share"":0.0008299903167796375,""uci"":""b2b3""},{""games"":5,""share"":0.0006916585973163646,""uci"":""g2g4""},{""games"":4,""share"":0.0005533268778530917,""uci"":""f2f3""},{""games"":3,""share"":0.00041499515838981876,""uci"":""c1f4""},{""games"":2,""share"":0.00027666343892654584,""uci"":""h3h4""},{""games"":1,""share"":0.00013833171946327292,""uci"":""e1e2""},{""games"":1,""share"":0.00013833171946327292,""uci"":""g1e2""},{""games"":1,""share"":0.00013833171946327292,""uci"":""d1f3""},{""games"":1,""share"":0.00013833171946327292,""uci"":""c3a4""},{""games"":1,""share"":0.00013833171946327292,""uci"":""b2b4""},{""games"":1,""share"":0.00013833171946327292,""uci"":""c3e4""},{""games"":1,""share"":0.00013833171946327292,""uci"":""a1b1""}]",0.0022542922480799366,0.12544378698224853,65,0.20186335403726707,0.0009555474691154697,0.0552384267316394,7229,1.0
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 2 6,160894,160894,1.0,"[{""games"":43142,""share"":0.26813927181871294,""uci"":""f1d3""},{""games"":38762,""share"":0.2409163797282683,""uci"":""f1e2""},{""games"":29507,""share"":0.18339403582482877,""uci"":""c4d5""},{""games"":9442,""share"":0.058684599798625184,""uci"":""b2b3""},{""games"":8132,""share"":0.05054259326015886,""uci"":""h2h3""},{""games"":6840,""share"":0.04251246162069437,""uci"":""c1d2""},{""games"":5278,""share"":0.03280420649620247,""uci"":""d1b3""},{""games"":4884,""share"":0.030355389262495806,""uci"":""a2a3""},{""games"":4151,""share"":0.025799594764254728,""uci"":""c4c5""},{""games"":2963,""share"":0.018415851430134127,""uci"":""d1c2""},{""games"":2341,""share"":0.014549952142404315,""uci"":""f3e5""},{""games"":1693,""share"":0.010522455778338534,""uci"":""g2g3""},{""games"":1415,""share"":0.00879461011597698,""uci"":""b2b4""},{""games"":738,""share"":0.004586870859074919,""uci"":""h2h4""},{""games"":619,""share"":0.003847253471229505,""uci"":""a2a4""},{""games"":320,""share"":0.0019888870933658185,""uci"":""a1b1""},{""games"":305,""share"":0.0018956580108642957,""uci"":""d1a4""},{""games"":99,""share"":0.0006153119445100501,""uci"":""e3e4""},{""games"":59,""share"":0.0003667010578393228,""uci"":""c3d5""},{""games"":58,""share"":0.0003604857856725546,""uci"":""f3d2""},{""games"":45,""share"":0.0002796872475045682,""uci"":""f3g5""},{""games"":26,""share"":0.00016159707633597276,""uci"":""e1e2""},{""games"":18,""share"":0.00011187489900182729,""uci"":""d1d2""},{""games"":16,""share"":9.944435466829093e-05,""uci"":""d1e2""},{""games"":15,""share"":9.322908250152274e-05,""uci"":""d1d3""},{""games"":10,""share"":6.215272166768183e-05,""uci"":""c3e2""},{""games"":7,""share"":4.350690516737728e-05,""uci"":""c3a4""},{""games"":6,""share"":3.7291633000609095e-05,""uci"":""g2g4""},{""games"":2,""share"":1.2430544333536366e-05,""uci"":""c3b1""},{""games"":1,""share"":6.215272166768183e-06,""uci"":""c3b5""}]",0.0038213486226538196,0.22011834319526627,9877,0.23944242424242423,0.005537551309215627,0.33759136790811,160894,1.0
rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQkq -,rnbqk2r/pp2ppbp/2p2np1/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQkq - 3 6,49015,49015,1.0,"[{""games"":34662,""share"":0.7071712740997653,""uci"":""e8h8""},{""games"":6578,""share"":0.13420381515862492,""uci"":""c8g4""},{""games"":2692,""share"":0.05492196266449046,""uci"":""d5c4""},{""games"":1843,""share"":0.03760073446904009,""uci"":""b8d7""},{""games"":931,""share"":0.01899418545343262,""uci"":""e7e6""},{""games"":717,""share"":0.014628175048454555,""uci"":""a7a6""},{""games"":437,""share"":0.008915638069978579,""uci"":""c8e6""},{""games"":204,""share"":0.004161991227175354,""uci"":""c8f5""},{""games"":202,""share"":0.004121187391614812,""uci"":""b7b6""},{""games"":146,""share"":0.0029786799959196164,""uci"":""b8a6""},{""games"":88,""share"":0.0017953687646638783,""uci"":""h7h6""},{""games"":86,""share"":0.0017545649291033356,""uci"":""a7a5""},{""games"":61,""share"":0.001244516984596552,""uci"":""e8f8""},{""games"":56,""share"":0.0011425073956951954,""uci"":""f6e4""},{""games"":51,""share"":0.0010404978067938386,""uci"":""c8d7""},{""games"":50,""share"":0.0010200958890135673,""uci"":""d8c7""},{""games"":47,""share"":0.0009588901356727532,""uci"":""h7h5""},{""games"":46,""share"":0.0009384882178924819,""uci"":""d8a5""},{""games"":32,""share"":0.0006528613689686831,""uci"":""d8b6""},{""games"":20,""share"":0.0004080383556054269,""uci"":""b7b5""},{""games"":14,""share"":0.00028562684892379886,""uci"":""c6c5""},{""games"":13,""share"":0.0002652249311435275,""uci"":""f6g4""},{""games"":12,""share"":0.00024482301336325616,""uci"":""f6d7""},{""games"":9,""share"":0.00018361726002244212,""uci"":""e7e5""},{""games"":8,""share"":0.00016321534224217078,""uci"":""d8d6""},{""games"":5,""share"":0.00010200958890135672,""uci"":""e8d7""},{""games"":3,""share"":6.120575334081404e-05,""uci"":""f6h5""},{""games"":1,""share"":2.0401917780271347e-05,""uci"":""h8g8""},{""games"":1,""share"":2.0401917780271347e-05,""uci"":""d8d7""}]",0.004422506574117802,0.2607030978071702,14353,0.2928287259002346,0.0160115361715627,0.7936999651931779,16598,0.3256105934281511
rnbqk2r/pp2ppbp/3p1np1/2p5/3P1B2/4PN1P/PPP1BPP1/RN1QK2R b KQkq -,rnbqk2r/pp2ppbp/3p1np1/2p5/3P1B2/4PN1P/PPP1BPP1/RN1QK2R b KQkq - 1 6,512,512,1.0,"[{""games"":197,""share"":0.384765625,""uci"":""c5d4""},{""games"":124,""share"":0.2421875,""uci"":""e8h8""},{""games"":73,""share"":0.142578125,""uci"":""b8c6""},{""games"":62,""share"":0.12109375,""uci"":""d8b6""},{""games"":14,""share"":0.02734375,""uci"":""b8d7""},{""games"":13,""share"":0.025390625,""uci"":""d8a5""},{""games"":10,""share"":0.01953125,""uci"":""b7b6""},{""games"":4,""share"":0.0078125,""uci"":""f6d5""},{""games"":4,""share"":0.0078125,""uci"":""f6e4""},{""games"":4,""share"":0.0078125,""uci"":""c8f5""},{""games"":2,""share"":0.00390625,""uci"":""f6h5""},{""games"":1,""share"":0.001953125,""uci"":""c8e6""},{""games"":1,""share"":0.001953125,""uci"":""c8d7""},{""games"":1,""share"":0.001953125,""uci"":""h7h6""},{""games"":1,""share"":0.001953125,""uci"":""a7a6""},{""games"":1,""share"":0.001953125,""uci"":""b8a6""}]",0.005732249686090762,0.3502262443438914,388,0.7578125,0.008828572119403466,0.5367211973546815,18487,0.828048015766371
rnbqk2r/pp2ppbp/3p1np1/2p5/3P1B2/4PN1P/PPP2PP1/RN1QKB1R w KQkq -,rnbqk2r/pp2ppbp/3p1np1/2p5/3P1B2/4PN1P/PPP2PP1/RN1QKB1R w KQkq - 0 6,5069,5069,1.0,"[{""games"":3753,""share"":0.7403827184849082,""uci"":""c2c3""},{""games"":377,""share"":0.0743736437167094,""uci"":""f1e2""},{""games"":301,""share"":0.059380548431643324,""uci"":""d4c5""},{""games"":188,""share"":0.03708818307358453,""uci"":""c2c4""},{""games"":90,""share"":0.017754981258630894,""uci"":""b1d2""},{""games"":75,""share"":0.014795817715525744,""uci"":""f1b5""},{""games"":73,""share"":0.014401262576445058,""uci"":""f1c4""},{""games"":55,""share"":0.01085026632471888,""uci"":""f1d3""},{""games"":44,""share"":0.008680213059775104,""uci"":""b1c3""},{""games"":36,""share"":0.007101992503452358,""uci"":""f4h2""},{""games"":35,""share"":0.006904714933912014,""uci"":""d4d5""},{""games"":23,""share"":0.004537384099427895,""uci"":""a2a3""},{""games"":8,""share"":0.001578220556322746,""uci"":""g2g4""},{""games"":5,""share"":0.0009863878477017164,""uci"":""f4g3""},{""games"":3,""share"":0.0005918327086210298,""uci"":""a2a4""},{""games"":2,""share"":0.0003945551390806865,""uci"":""b2b3""},{""games"":1,""share"":0.00019727756954034326,""uci"":""d1d2""}]",0.011095691483747006,0.6442742777584407,126,0.7636363636363637,0.005914384454205501,0.36258266620257573,5069,1.0
rnbqk2r/pp2ppbp/3p1np1/2p5/3PPP2/2N2N2/PPP3PP/R1BQKB1R w KQkq -,rnbqk2r/pp2ppbp/3p1np1/2p5/3PPP2/2N2N2/PPP3PP/R1BQKB1R w KQkq - 0 6,42408,42408,1.0,"[{""games"":15419,""share"":0.3635870590454631,""uci"":""d4c5""},{""games"":9810,""share"":0.23132427843803055,""uci"":""e4e5""},{""games"":7238,""share"":0.17067534427466516,""uci"":""d4d5""},{""games"":3631,""share"":0.08562063761554424,""uci"":""c1e3""},{""games"":3625,""share"":0.08547915487643841,""uci"":""f1b5""},{""games"":1056,""share"":0.02490096208262592,""uci"":""f1c4""},{""games"":758,""share"":0.01787398604036974,""uci"":""f1d3""},{""games"":486,""share"":0.011460101867572157,""uci"":""f1e2""},{""games"":271,""share"":0.006390303716279947,""uci"":""h2h3""},{""games"":29,""share"":0.0006838332390115072,""uci"":""h2h4""},{""games"":21,""share"":0.0004951895868704018,""uci"":""c3e2""},{""games"":20,""share"":0.00047160913035276363,""uci"":""f4f5""},{""games"":11,""share"":0.00025938502169402,""uci"":""c1d2""},{""games"":8,""share"":0.00018864365214110544,""uci"":""g2g3""},{""games"":7,""share"":0.00016506319562346728,""uci"":""a2a3""},{""games"":6,""share"":0.0001414827391058291,""uci"":""d1e2""},{""games"":4,""share"":9.432182607055272e-05,""uci"":""c3d5""},{""games"":2,""share"":4.716091303527636e-05,""uci"":""d1d3""},{""games"":1,""share"":2.358045651763818e-05,""uci"":""g2g4""},{""games"":1,""share"":2.358045651763818e-05,""uci"":""a2a4""},{""games"":1,""share"":2.358045651763818e-05,""uci"":""h1g1""},{""games"":1,""share"":2.358045651763818e-05,""uci"":""b2b3""},{""games"":1,""share"":2.358045651763818e-05,""uci"":""f3g5""},{""games"":1,""share"":2.358045651763818e-05,""uci"":""c3b1""}]",0.0024178254241884467,0.1342151061608075,3626,1.0,0.011681094101793965,0.6672467803689524,42408,1.0
rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/2N2P2/PP4PP/R1BQKBNR b KQkq -,rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/2N2P2/PP4PP/R1BQKBNR b KQkq - 2 6,23821,23821,1.0,"[{""games"":16183,""share"":0.6793585491792956,""uci"":""e8h8""},{""games"":1954,""share"":0.08202846228118046,""uci"":""b8d7""},{""games"":1811,""share"":0.07602535577851476,""uci"":""a7a6""},{""games"":1762,""share"":0.07396834725662231,""uci"":""e7e6""},{""games"":452,""share"":0.018974854120314008,""uci"":""b8a6""},{""games"":416,""share"":0.01746358255320935,""uci"":""e7e5""},{""games"":372,""share"":0.015616472860081441,""uci"":""c8d7""},{""games"":242,""share"":0.010159103312203517,""uci"":""d8a5""},{""games"":161,""share"":0.006758742286218043,""uci"":""f6d7""},{""games"":119,""share"":0.004995592124595945,""uci"":""b7b5""},{""games"":118,""share"":0.004953612358843037,""uci"":""h7h5""},{""games"":54,""share"":0.0022669073506569833,""uci"":""b7b6""},{""games"":42,""share"":0.001763150161622098,""uci"":""f6h5""},{""games"":35,""share"":0.0014692918013517484,""uci"":""a7a5""},{""games"":30,""share"":0.001259392972587213,""uci"":""d8b6""},{""games"":27,""share"":0.0011334536753284917,""uci"":""e8f8""},{""games"":20,""share"":0.000839595315058142,""uci"":""h7h6""},{""games"":11,""share"":0.00046177742328197807,""uci"":""b8c6""},{""games"":4,""share"":0.0001679190630116284,""uci"":""d8c7""},{""games"":3,""share"":0.0001259392972587213,""uci"":""d8d7""},{""games"":2,""share"":8.39595315058142e-05,""uci"":""e8d7""},{""games"":1,""share"":4.19797657529071e-05,""uci"":""c8f5""},{""games"":1,""share"":4.19797657529071e-05,""uci"":""f6d5""},{""games"":1,""share"":4.19797657529071e-05,""uci"":""g7f8""}]",0.015161536133061926,0.7747302471284372,7638,0.32064145082070444,0.00512540608404527,0.3090497737556561,2517,1.0
rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/5P2/PP4PP/RNBQKBNR w KQkq -,rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/5P2/PP4PP/RNBQKBNR w KQkq - 1 6,6753,6753,1.0,"[{""games"":4785,""share"":0.7085739671257218,""uci"":""b1c3""},{""games"":637,""share"":0.09432844661631867,""uci"":""f1d3""},{""games"":403,""share"":0.059677180512364876,""uci"":""g1e2""},{""games"":178,""share"":0.0263586554124093,""uci"":""c1d2""},{""games"":174,""share"":0.02576632607729898,""uci"":""c1e3""},{""games"":113,""share"":0.016733303716866578,""uci"":""c1g5""},{""games"":83,""share"":0.012290833703539167,""uci"":""d1c2""},{""games"":80,""share"":0.011846586702206426,""uci"":""g2g4""},{""games"":54,""share"":0.007996446023989337,""uci"":""a2a4""},{""games"":43,""share"":0.006367540352435954,""uci"":""b2b3""},{""games"":36,""share"":0.0053309640159928924,""uci"":""a2a3""},{""games"":33,""share"":0.004886717014660151,""uci"":""h2h4""},{""games"":24,""share"":0.003553976010661928,""uci"":""b1d2""},{""games"":19,""share"":0.0028135643417740263,""uci"":""d1a4""},{""games"":14,""share"":0.002073152672886125,""uci"":""f1e2""},{""games"":13,""share"":0.0019250703391085443,""uci"":""g1h3""},{""games"":10,""share"":0.0014808233377758032,""uci"":""h2h3""},{""games"":10,""share"":0.0014808233377758032,""uci"":""d1d2""},{""games"":9,""share"":0.0013327410039982231,""uci"":""d1b3""},{""games"":8,""share"":0.0011846586702206428,""uci"":""c1f4""},{""games"":8,""share"":0.0011846586702206428,""uci"":""b1a3""},{""games"":6,""share"":0.000888494002665482,""uci"":""g2g3""},{""games"":6,""share"":0.000888494002665482,""uci"":""f3f4""},{""games"":3,""share"":0.000444247001332741,""uci"":""e4e5""},{""games"":2,""share"":0.0002961646675551607,""uci"":""d1e2""},{""games"":1,""share"":0.00014808233377758035,""uci"":""b2b4""},{""games"":1,""share"":0.00014808233377758035,""uci"":""d1d3""}]",0.012899084854138043,0.7099895579533588,414,0.38227146814404434,0.0038469523635976666,0.22189349112426035,6753,1.0
